iteration requestId timestamp event
0 77488.15688 135297.318765 requestWillBeSent
0 77488.15689 135297.319865 requestWillBeSent
0 77488.15689 135297.6863 responseReceived
0 77488.15688 135297.760435 responseReceived
0 77488.15688 135297.760443 loadingFailed
0 77488.15689 135297.858388 dataReceived
0 77488.15690 135297.897894 requestWillBeSent
0 77488.15689 135297.906844 dataReceived
0 77488.15689 135297.906909 dataReceived
0 77488.15689 135297.906987 dataReceived
0 77488.15691 135297.910699 requestWillBeSent
0 77488.15689 135298.00814 dataReceived
0 77488.15689 135298.008288 dataReceived
0 77488.15689 135298.008784 dataReceived
0 77488.15689 135298.008854 dataReceived
0 77488.15689 135298.008346 loadingFinished
0 77488.15693 135298.011353 requestWillBeSent
0 77488.15693 undefined requestServedFromCache
0 77488.15693 135298.011393 responseReceived
0 77488.15693 135298.011395 dataReceived
0 77488.15693 135298.011396 loadingFinished
0 77488.15694 135298.011484 requestWillBeSent
0 77488.15694 undefined requestServedFromCache
0 77488.15694 135298.011512 responseReceived
0 77488.15694 135298.011529 dataReceived
0 77488.15694 135298.011539 loadingFinished
0 77488.15695 135298.011764 requestWillBeSent
0 77488.15695 undefined requestServedFromCache
0 77488.15695 135298.011796 responseReceived
0 77488.15695 135298.011797 dataReceived
0 77488.15695 135298.011798 loadingFinished
0 77488.15691 135298.24045 responseReceived
0 77488.15691 135298.240766 dataReceived
0 77488.15691 135298.240094 loadingFinished
0 77488.15696 135298.26438 requestWillBeSent
0 77488.15699 135298.286481 requestWillBeSent
0 77488.15696 135298.288661 responseReceived
0 77488.15696 135298.288864 dataReceived
0 77488.15696 135298.288979 dataReceived
0 77488.15696 135298.289009 dataReceived
0 77488.15696 135298.289039 dataReceived
0 77488.15696 135298.289065 dataReceived
0 77488.15696 135298.266852 loadingFinished
0 77488.15699 135298.296611 responseReceived
0 77488.15699 135298.296846 dataReceived
0 77488.15699 135298.294513 loadingFinished
0 77488.15701 135298.309316 requestWillBeSent
0 77488.15701 135298.346762 responseReceived
0 77488.15701 135298.346988 dataReceived
0 77488.15701 135298.347101 dataReceived
0 77488.15701 135298.347132 dataReceived
0 77488.15701 135298.347174 dataReceived
0 77488.15701 135298.311065 loadingFinished
1 77488.15702 135298.625101 requestWillBeSent
1 77488.15703 135298.752227 requestWillBeSent
1 77488.15703 undefined requestServedFromCache
1 77488.15703 135298.752247 responseReceived
1 77488.15703 135298.752249 dataReceived
1 77488.15703 135298.75225 loadingFinished
1 77488.15704 135298.753374 requestWillBeSent
1 77488.15704 undefined requestServedFromCache
1 77488.15704 135298.753388 responseReceived
1 77488.15704 135298.75339 dataReceived
1 77488.15704 135298.753391 loadingFinished
1 77488.15705 135298.788472 requestWillBeSent
1 77488.15705 undefined requestServedFromCache
1 77488.15705 135298.788489 responseReceived
1 77488.15705 135298.788491 dataReceived
1 77488.15705 135298.788492 loadingFinished
1 77488.15706 135298.796536 requestWillBeSent
1 77488.15706 undefined requestServedFromCache
