iteration requestId timestamp event
0 86953.1 136181.558634 requestWillBeSent
0 86953.1 136181.9162 responseReceived
0 86953.1 136182.080484 dataReceived
0 86953.1 136182.0823 dataReceived
0 86953.1 136182.082409 dataReceived
0 86953.1 136182.082543 dataReceived
0 86953.2 136182.085387 requestWillBeSent
0 86953.1 136182.229911 dataReceived
0 86953.1 136182.230096 dataReceived
0 86953.1 136182.230424 dataReceived
0 86953.1 136182.230478 dataReceived
0 86953.1 136182.230203 loadingFinished
0 86953.4 136182.23341 requestWillBeSent
0 86953.5 136182.233575 requestWillBeSent
0 86953.6 136182.233842 requestWillBeSent
0 86953.2 136182.425007 responseReceived
0 86953.2 136182.425274 dataReceived
0 86953.2 136182.424689 loadingFinished
0 86953.7 136182.449423 requestWillBeSent
0 86953.5 136182.545467 responseReceived
0 86953.4 136182.567941 responseReceived
0 86953.4 136182.568235 dataReceived
0 86953.4 136182.567642 loadingFinished
0 86953.6 136182.575385 responseReceived
0 86953.6 136182.589412 dataReceived
0 86953.6 136182.589312 loadingFinished
0 86953.5 136182.725417 dataReceived
0 86953.5 136182.725964 dataReceived
0 86953.5 136182.726058 dataReceived
0 86953.5 136182.726149 dataReceived
0 86953.5 136182.726196 dataReceived
0 86953.5 136182.890344 dataReceived
0 86953.5 136182.890904 dataReceived
0 86953.5 136182.890986 dataReceived
0 86953.5 136182.891049 dataReceived
0 86953.7 136182.904892 responseReceived
0 86953.5 136183.212743 dataReceived
0 86953.5 136183.21368 dataReceived
0 86953.5 136183.213794 dataReceived
0 86953.7 136183.220232 dataReceived
0 86953.7 136183.220504 dataReceived
0 86953.7 136183.220586 dataReceived
0 86953.7 136183.343109 dataReceived
0 86953.7 136183.343187 dataReceived
0 86953.7 136183.340038 loadingFinished
0 86953.10 136183.364471 requestWillBeSent
0 86953.5 136183.444893 dataReceived
0 86953.5 136183.445559 dataReceived
0 86953.5 136183.445684 dataReceived
0 86953.5 136183.610781 dataReceived
0 86953.5 136183.610996 dataReceived
0 86953.5 136183.611222 dataReceived
0 86953.5 136183.612314 dataReceived
0 86953.10 136183.701003 responseReceived
0 86953.5 136183.857393 dataReceived
0 86953.5 136183.857517 dataReceived
0 86953.5 136183.858273 dataReceived
0 86953.10 136184.030492 dataReceived
0 86953.10 136184.030632 dataReceived
0 86953.10 136184.030979 dataReceived
0 86953.10 136184.120663 dataReceived
0 86953.10 136184.120539 loadingFinished
0 86953.5 136184.151221 dataReceived
0 86953.5 136184.151351 dataReceived
0 86953.5 136184.151396 dataReceived
0 86953.5 136184.315574 dataReceived
0 86953.5 136184.315748 dataReceived
0 86953.5 136184.317087 dataReceived
0 86953.5 136184.481632 dataReceived
0 86953.5 136184.481792 dataReceived
0 86953.5 136184.482971 dataReceived
0 86953.5 136184.644599 dataReceived
0 86953.5 136184.644767 dataReceived
0 86953.5 136184.64486 dataReceived
0 86953.5 136184.810614 dataReceived
0 86953.5 136184.810764 dataReceived
0 86953.5 136184.811863 dataReceived
0 86953.5 136184.81204 dataReceived
0 86953.5 136184.975693 dataReceived
0 86953.5 136184.975918 dataReceived
0 86953.5 136184.976051 dataReceived
0 86953.5 136184.976282 dataReceived
0 86953.5 136185.140512 dataReceived
0 86953.5 136185.141356 dataReceived
0 86953.5 136185.141462 dataReceived
0 86953.5 136185.141553 dataReceived
0 86953.5 136185.29891 dataReceived
0 86953.5 136185.2991 dataReceived
0 86953.5 136185.300395 dataReceived
0 86953.5 136185.301049 dataReceived
0 86953.5 136185.463002 dataReceived
0 86953.5 136185.463179 dataReceived
0 86953.5 136185.463759 dataReceived
0 86953.5 136185.463878 dataReceived
0 86953.5 136185.627665 dataReceived
0 86953.5 136185.627909 dataReceived
0 86953.5 136185.628158 dataReceived
0 86953.5 136185.628272 dataReceived
0 86953.5 136185.785695 dataReceived
0 86953.5 136185.785873 dataReceived
0 86953.5 136185.787033 dataReceived
0 86953.5 136185.786059 loadingFinished
0 86953.11 136185.797395 requestWillBeSent
0 86953.11 136186.107295 responseReceived
0 86953.11 136186.107476 dataReceived
0 86953.11 136186.106992 loadingFinished
1 86953.13 136186.363482 requestWillBeSent
1 86953.14 136186.537334 requestWillBeSent
1 86953.15 136186.577809 requestWillBeSent
1 86953.15 undefined requestServedFromCache
1 86953.15 136186.577823 responseReceived
1 86953.15 136186.577824 dataReceived
1 86953.15 136186.577825 loadingFinished
1 86953.17 136186.578205 requestWillBeSent
1 86953.17 undefined requestServedFromCache
1 86953.17 136186.578214 responseReceived
1 86953.17 136186.578215 dataReceived
1 86953.17 136186.578215 loadingFinished
1 86953.19 136186.578821 requestWillBeSent
1 86953.19 136186.601006 resourceChangedPriority
1 86953.20 136186.619342 requestWillBeSent
1 86953.21 136186.625802 requestWillBeSent
1 86953.21 undefined requestServedFromCache
1 86953.21 136186.625816 responseReceived
