iteration requestId timestamp event
0 67402.17799 133505.41059 requestWillBeSent
0 67402.17800 133505.420654 requestWillBeSent
0 67402.17799 133505.756428 responseReceived
0 67402.17799 133505.757482 loadingFailed
0 67402.17800 133505.766966 responseReceived
0 67402.17800 133505.921139 dataReceived
0 67402.17801 133505.968816 requestWillBeSent
0 67402.17800 133506.027617 dataReceived
0 67402.17800 133506.027732 dataReceived
0 67402.17800 133506.027822 dataReceived
0 67402.17802 133506.031731 requestWillBeSent
0 67402.17800 133506.076689 dataReceived
0 67402.17800 133506.077319 dataReceived
0 67402.17800 133506.077899 dataReceived
0 67402.17804 133506.078204 requestWillBeSent
0 67402.17804 undefined requestServedFromCache
0 67402.17804 133506.078244 responseReceived
0 67402.17804 133506.078245 dataReceived
0 67402.17804 133506.078246 loadingFinished
0 67402.17805 133506.078334 requestWillBeSent
0 67402.17805 undefined requestServedFromCache
0 67402.17805 133506.078363 responseReceived
0 67402.17805 133506.078383 dataReceived
0 67402.17805 133506.078392 loadingFinished
0 67402.17806 133506.078584 requestWillBeSent
0 67402.17806 undefined requestServedFromCache
0 67402.17806 133506.078611 responseReceived
0 67402.17806 133506.078612 dataReceived
0 67402.17806 133506.078613 loadingFinished
0 67402.17800 133506.104716 dataReceived
0 67402.17800 133506.103566 loadingFinished
0 67402.17802 133506.348023 responseReceived
0 67402.17802 133506.348236 dataReceived
0 67402.17802 133506.347714 loadingFinished
0 67402.17807 133506.386364 requestWillBeSent
0 67402.17810 133506.409608 requestWillBeSent
0 67402.17807 133506.413194 responseReceived
0 67402.17807 133506.413406 dataReceived
0 67402.17807 133506.413633 dataReceived
0 67402.17807 133506.413672 dataReceived
0 67402.17807 133506.413705 dataReceived
0 67402.17807 133506.41381 dataReceived
0 67402.17807 133506.38943 loadingFinished
0 67402.17810 133506.430683 responseReceived
0 67402.17810 133506.430836 dataReceived
0 67402.17810 133506.427254 loadingFinished
0 67402.17812 133506.451251 requestWillBeSent
0 67402.17812 133506.478638 responseReceived
0 67402.17812 133506.478806 dataReceived
0 67402.17812 133506.478902 dataReceived
0 67402.17812 133506.478934 dataReceived
0 67402.17812 133506.478976 dataReceived
0 67402.17812 133506.45294 loadingFinished
1 67402.17813 133506.85456 requestWillBeSent
1 67402.17814 133507.007961 requestWillBeSent
1 67402.17814 undefined requestServedFromCache
1 67402.17814 133507.007982 responseReceived
1 67402.17814 133507.007983 dataReceived
1 67402.17814 133507.007985 loadingFinished
1 67402.17815 133507.015651 requestWillBeSent
1 67402.17815 undefined requestServedFromCache
1 67402.17815 133507.015666 responseReceived
1 67402.17815 133507.015668 dataReceived
1 67402.17815 133507.015669 loadingFinished
1 67402.17816 133507.055572 requestWillBeSent
1 67402.17816 undefined requestServedFromCache
1 67402.17816 133507.055592 responseReceived
1 67402.17816 133507.055594 dataReceived
1 67402.17816 133507.055595 loadingFinished
1 67402.17817 133507.066598 requestWillBeSent
1 67402.17817 undefined requestServedFromCache
1 67402.17817 133507.066664 responseReceived
1 67402.17817 133507.066666 dataReceived
1 67402.17817 133507.066668 loadingFinished
1 67402.17818 133507.077582 requestWillBeSent
1 67402.17819 133507.091787 requestWillBeSent
1 67402.17819 undefined requestServedFromCache
1 67402.17819 133507.091807 responseReceived
1 67402.17819 133507.091808 dataReceived
1 67402.17819 133507.09181 loadingFinished
1 67402.17820 133507.113575 requestWillBeSent
1 67402.17820 undefined requestServedFromCache
1 67402.17820 133507.113593 responseReceived
1 67402.17820 133507.113595 dataReceived
1 67402.17820 133507.113597 loadingFinished
1 67402.17821 133507.11408 requestWillBeSent
1 67402.17821 undefined requestServedFromCache
1 67402.17821 133507.114094 responseReceived
1 67402.17821 133507.114096 dataReceived
1 67402.17821 133507.114098 loadingFinished
1 67402.17822 133507.114904 requestWillBeSent
1 67402.17822 undefined requestServedFromCache
1 67402.17822 133507.114957 responseReceived
1 67402.17822 133507.114958 dataReceived
1 67402.17822 133507.114959 loadingFinished
1 67402.17823 133507.137252 requestWillBeSent
1 67402.17824 133507.144304 requestWillBeSent
1 67402.17825 133507.149998 requestWillBeSent
1 67402.17813 133507.152078 responseReceived
1 67402.17813 133507.152234 dataReceived
1 67402.17813 133506.855703 loadingFinished
1 67402.17825 133507.189693 responseReceived
1 67402.17825 133507.19028 dataReceived
1 67402.17825 133507.157382 loadingFinished
1 67402.17823 133507.449626 responseReceived
1 67402.17823 133507.44988 dataReceived
1 67402.17823 133507.450307 loadingFinished
1 67402.17826 133507.469652 requestWillBeSent
1 67402.17827 133507.475577 requestWillBeSent
1 67402.17827 undefined requestServedFromCache
1 67402.17827 133507.475599 responseReceived
1 67402.17827 133507.475601 dataReceived
1 67402.17827 133507.475603 loadingFinished
1 67402.17828 133507.482666 requestWillBeSent
1 67402.17824 133507.527839 responseReceived
1 67402.17824 133507.458278 loadingFinished
1 67402.17826 133507.531183 responseReceived
1 67402.17826 133507.531371 dataReceived
1 67402.17826 133507.531446 dataReceived
1 67402.17826 133507.531476 dataReceived
1 67402.17826 133507.531508 dataReceived
1 67402.17826 133507.531523 dataReceived
1 67402.17826 133507.531548 dataReceived
1 67402.17826 133507.531584 dataReceived
1 67402.17826 133507.471784 loadingFinished
1 67402.17829 133507.559485 requestWillBeSent
1 67402.17829 133507.561444 responseReceived
1 67402.17829 133507.561791 dataReceived
1 67402.17829 133507.562058 dataReceived
1 67402.17829 133507.56122 loadingFinished
1 67402.17830 133507.614034 requestWillBeSent
1 67402.17831 133507.635658 requestWillBeSent
1 67402.17831 undefined requestServedFromCache
1 67402.17831 133507.635678 responseReceived
1 67402.17831 133507.635679 dataReceived
1 67402.17831 133507.635682 loadingFinished
1 67402.17832 133507.638563 requestWillBeSent
1 67402.17832 undefined requestServedFromCache
1 67402.17832 133507.638579 responseReceived
1 67402.17832 133507.638581 dataReceived
1 67402.17832 133507.638582 loadingFinished
1 67402.17833 133507.668163 requestWillBeSent
1 67402.17818 133507.77172 responseReceived
1 67402.17818 133507.77191 dataReceived
1 67402.17818 133507.771679 loadingFinished
1 67402.17834 133507.77777 requestWillBeSent
1 67402.17830 133507.923293 responseReceived
1 67402.17830 133507.967318 dataReceived
1 67402.17830 133507.967118 loadingFinished
1 67402.17835 133507.972507 requestWillBeSent
1 67402.17835 133507.973781 responseReceived
1 67402.17835 133507.973907 dataReceived
1 67402.17835 133507.973794 loadingFinished
1 67402.17833 133507.975525 responseReceived
1 67402.17833 133507.974188 loadingFinished
1 67402.17837 133507.984152 requestWillBeSent
1 67402.17838 133507.984679 requestWillBeSent
1 67402.17837 133507.991238 responseReceived
1 67402.17837 133507.992751 dataReceived
1 67402.17837 133507.993117 dataReceived
1 67402.17837 133507.993226 dataReceived
1 67402.17838 133507.997257 responseReceived
1 67402.17838 133507.997453 dataReceived
1 67402.17837 133507.998477 dataReceived
1 67402.17838 133507.998629 dataReceived
1 67402.17837 133507.998747 dataReceived
1 67402.17837 133507.988597 loadingFinished
1 67402.17838 133508.000248 dataReceived
1 67402.17838 133507.988835 loadingFinished
1 67402.17834 133508.087597 responseReceived
1 67402.17834 133508.087086 loadingFinished
1 67402.17828 133508.199727 responseReceived
1 67402.17828 133508.252372 dataReceived
1 67402.17828 133508.274574 dataReceived
1 67402.17828 133508.274359 loadingFinished
1 67402.17846 133508.318585 requestWillBeSent
1 67402.17847 133508.322432 requestWillBeSent
1 67402.17847 undefined requestServedFromCache
1 67402.17847 133508.322452 responseReceived
1 67402.17847 133508.322454 dataReceived
1 67402.17847 133508.322456 loadingFinished
1 67402.17848 133508.323315 requestWillBeSent
1 67402.17848 undefined requestServedFromCache
1 67402.17848 133508.323331 responseReceived
1 67402.17848 133508.323333 dataReceived
1 67402.17848 133508.323334 loadingFinished
1 67402.17849 133508.330827 requestWillBeSent
1 67402.17849 undefined requestServedFromCache
1 67402.17849 133508.330843 responseReceived
1 67402.17849 133508.330845 dataReceived
1 67402.17849 133508.330847 loadingFinished
1 67402.17850 133508.330978 requestWillBeSent
1 67402.17850 undefined requestServedFromCache
1 67402.17850 133508.330988 responseReceived
1 67402.17850 133508.330989 dataReceived
1 67402.17850 133508.33099 loadingFinished
1 67402.17851 133508.333205 requestWillBeSent
1 67402.17851 undefined requestServedFromCache
1 67402.17851 133508.333244 responseReceived
1 67402.17851 133508.333246 dataReceived
1 67402.17851 133508.333247 loadingFinished
1 67402.17852 133508.334117 requestWillBeSent
1 67402.17852 undefined requestServedFromCache
1 67402.17852 133508.334154 responseReceived
1 67402.17852 133508.334155 dataReceived
1 67402.17852 133508.334156 loadingFinished
1 67402.17853 133508.334506 requestWillBeSent
1 67402.17853 undefined requestServedFromCache
1 67402.17853 133508.33454 responseReceived
1 67402.17853 133508.334541 dataReceived
1 67402.17853 133508.334541 loadingFinished
1 67402.17854 133508.334839 requestWillBeSent
1 67402.17854 undefined requestServedFromCache
1 67402.17854 133508.334874 responseReceived
1 67402.17854 133508.334875 dataReceived
1 67402.17854 133508.334875 loadingFinished
1 67402.17855 133508.342016 requestWillBeSent
1 67402.17855 undefined requestServedFromCache
1 67402.17855 133508.342038 responseReceived
1 67402.17855 133508.342041 dataReceived
1 67402.17855 133508.342043 loadingFinished
1 67402.17856 133508.342212 requestWillBeSent
1 67402.17856 undefined requestServedFromCache
1 67402.17856 133508.342224 responseReceived
1 67402.17856 133508.342226 dataReceived
1 67402.17856 133508.342227 loadingFinished
1 67402.17857 133508.342745 requestWillBeSent
1 67402.17857 undefined requestServedFromCache
1 67402.17857 133508.34279 responseReceived
1 67402.17857 133508.342792 dataReceived
1 67402.17857 133508.342793 loadingFinished
